Species;Size;Habitat;Locomotion;Order;Family
Struthio_camelus;large;Ground;walking;Struthioniformes;Struthionidae
Rhea_americana;large;Ground;walking;Rheiformes;Rheidae
Rhea_pennata;large;Ground;walking;Rheiformes;Rheidae
Casuarius_unappendiculatus;large;Ground;walking;Casuariiformes;Casuariidae
Dromaius_novaehollandiae;large;Tree;walking;Casuariiformes;Dromaiidae
Apteryx_australis;medium;Ground;walking;Apterygiformes;Apterygidae
Nothocercus_bonapartei;medium;Ground;walking;Tinamiformes;Tinamidae
Crypturellus_undulatus;medium;Ground;walking;Tinamiformes;Tinamidae
Crypturellus_parvirostris;medium;Ground;walking;Tinamiformes;Tinamidae
Rhynchotus_rufescens;medium;Ground;walking;Tinamiformes;Tinamidae
Nothoprocta_ornata;medium;Ground;walking;Tinamiformes;Tinamidae
Nothoprocta_perdicaria;medium;Ground;walking;Tinamiformes;Tinamidae
Nothura_maculosa;medium;Ground;walking;Tinamiformes;Tinamidae
Eudromia_formosa;medium;Ground;walking;Tinamiformes;Tinamidae
Ortalis_cinereiceps;medium;Tree;walking;Galliformes;Cracidae
Ortalis_garrula;medium;Tree;walking;Galliformes;Cracidae
Ortalis_leucogastra;medium;Tree;walking;Galliformes;Cracidae
Penelope_superciliaris;medium;Tree;walking;Galliformes;Cracidae
Penelope_obscura;medium;Tree;walking;Galliformes;Cracidae
Penelope_ochrogaster;medium;Tree;walking;Galliformes;Cracidae
Pipile_jacutinga;medium;Tree;walking;Galliformes;Cracidae
Chamaepetes_goudotii;medium;Tree;walking;Galliformes;Cracidae
Mitu_tuberosum;medium;Ground;walking;Galliformes;Cracidae
Pauxi_pauxi;large;Ground;walking;Galliformes;Cracidae
Crax_rubra;large;Ground;walking;Galliformes;Cracidae
Crax_fasciolata;medium;Ground;walking;Galliformes;Cracidae
Megapodius_bernsteinii;medium;Ground;walking;Galliformes;Megapodiidae
Leipoa_ocellata;medium;Ground;walking;Galliformes;Megapodiidae
Tetraogallus_tibetanus;medium;Ground;walking;Galliformes;Phasianidae
Alectoris_barbara;medium;Ground;walking;Galliformes;Phasianidae
Alectoris_rufa;medium;Ground;walking;Galliformes;Phasianidae
Ortygornis_pondicerianus;medium;Ground;walking;Galliformes;Phasianidae
Peliperdix_lathami;medium;Ground;walking;Galliformes;Phasianidae
Ortygornis_sephaena;medium;Ground;walking;Galliformes;Phasianidae
Pternistis_bicalcaratus;medium;Ground;walking;Galliformes;Phasianidae
Pternistis_ahantensis;medium;Ground;walking;Galliformes;Phasianidae
Coturnix_coturnix;medium;Ground;walking;Galliformes;Phasianidae
Coturnix_japonica;medium;Ground;walking;Galliformes;Phasianidae
Perdicula_argoondah;medium;Ground;walking;Galliformes;Phasianidae
Arborophila_rufogularis;medium;Ground;walking;Galliformes;Phasianidae
Arborophila_brunneopectus;medium;Ground;walking;Galliformes;Phasianidae
Ptilopachus_petrosus;medium;Ground;walking;Galliformes;Phasianidae
Bambusicola_thoracicus;medium;Ground;walking;Galliformes;Phasianidae
Galloperdix_lunulata;medium;Ground;walking;Galliformes;Phasianidae
Ithaginis_cruentus;medium;Ground;walking;Galliformes;Phasianidae
Tragopan_caboti;medium;Ground;walking;Galliformes;Phasianidae
Lophophorus_impejanus;medium;Ground;walking;Galliformes;Phasianidae
Gallus_gallus;medium;Ground;walking;Galliformes;Phasianidae
Lophura_nycthemera;medium;Ground;walking;Galliformes;Phasianidae
Lophura_ignita;medium;Ground;walking;Galliformes;Phasianidae
Crossoptilon_auritum;medium;Ground;walking;Galliformes;Phasianidae
Syrmaticus_humiae;medium;Ground;walking;Galliformes;Phasianidae
Phasianus_colchicus;medium;Ground;walking;Galliformes;Phasianidae
Polyplectron_germaini;medium;Ground;walking;Galliformes;Phasianidae
Pavo_cristatus;large;Ground;walking;Galliformes;Phasianidae
Pavo_muticus;medium;Ground;walking;Galliformes;Phasianidae
Tetrao_urogallus;medium;Ground;walking;Galliformes;Phasianidae
Tympanuchus_cupido;medium;Ground;walking;Galliformes;Phasianidae
Meleagris_ocellata;large;Ground;walking;Galliformes;Phasianidae
Numida_meleagris;medium;Ground;walking;Galliformes;Numididae
Dendrortyx_barbatus;medium;Ground;walking;Galliformes;Odontophoridae
Oreortyx_pictus;medium;Ground;walking;Galliformes;Odontophoridae
Callipepla_californica;medium;Ground;walking;Galliformes;Odontophoridae
Colinus_virginianus;medium;Ground;walking;Galliformes;Odontophoridae
Odontophorus_gujanensis;medium;Ground;walking;Galliformes;Odontophoridae
Odontophorus_capueira;medium;Ground;walking;Galliformes;Odontophoridae
Odontophorus_melanonotus;medium;Ground;walking;Galliformes;Odontophoridae
Cyrtonyx_montezumae;medium;Ground;walking;Galliformes;Odontophoridae
Chauna_torquata;large;Ground;walking;Anseriformes;Anhimidae
Anseranas_semipalmata;medium;Ground;walking;Anseriformes;Anseranatidae
Dendrocygna_bicolor;medium;Ground;walking;Anseriformes;Anatidae
Dendrocygna_autumnalis;medium;Ground;walking;Anseriformes;Anatidae
Oxyura_leucocephala;medium;Ground;walking;Anseriformes;Anatidae
Cygnus_olor;large;Ground;walking;Anseriformes;Anatidae
Anser_brachyrhynchus;medium;Ground;walking;Anseriformes;Anatidae
Anser_anser;large;Ground;walking;Anseriformes;Anatidae
Branta_leucopsis;medium;Ground;walking;Anseriformes;Anatidae
Plectropterus_gambensis;large;Ground;walking;Anseriformes;Anatidae
Tadorna_tadornoides;medium;Ground;walking;Anseriformes;Anatidae
Tadorna_tadorna;medium;Ground;walking;Anseriformes;Anatidae
Radjah_radjah;medium;Ground;walking;Anseriformes;Anatidae
Alopochen_aegyptiaca;medium;Ground;walking;Anseriformes;Anatidae
Oressochen_melanopterus;medium;Ground;walking;Anseriformes;Anatidae
Cyanochen_cyanoptera;medium;Ground;walking;Anseriformes;Anatidae
Tachyeres_brachypterus;large;Ground;walking;Anseriformes;Anatidae
Cairina_moschata;medium;Ground;walking;Anseriformes;Anatidae
Lophonetta_specularioides;medium;Ground;walking;Anseriformes;Anatidae
Callonetta_leucophrys;medium;Ground;walking;Anseriformes;Anatidae
Amazonetta_brasiliensis;medium;Ground;walking;Anseriformes;Anatidae
Mareca_penelope;medium;Ground;walking;Anseriformes;Anatidae
Anas_platyrhynchos;medium;Ground;walking;Anseriformes;Anatidae
Anas_melleri;medium;Ground;walking;Anseriformes;Anatidae
Anas_bernieri;medium;Ground;walking;Anseriformes;Anatidae
Marmaronetta_angustirostris;medium;Ground;walking;Anseriformes;Anatidae
Aythya_nyroca;medium;Ground;walking;Anseriformes;Anatidae
Aythya_fuligula;medium;Ground;walking;Anseriformes;Anatidae
Somateria_mollissima;medium;Ground;walking;Anseriformes;Anatidae
Bucephala_clangula;medium;Ground;walking;Anseriformes;Anatidae
Mergus_merganser;medium;Ground;walking;Anseriformes;Anatidae
Turnix_ocellatus;medium;Ground;walking;Charadriiformes;Turnicidae
Turnix_suscitator;small;Ground;walking;Charadriiformes;Turnicidae
Indicator_maculatus;small;Tree;hopping;Piciformes;Indicatoridae
Jynx_torquilla;small;Ground;hopping;Piciformes;Picidae
Picumnus_steindachneri;small;Tree;hopping;Piciformes;Picidae
Sasia_abnormis;small;Tree;hopping;Piciformes;Picidae
Melanerpes_portoricensis;medium;Tree;hopping;Piciformes;Picidae
Melanerpes_cruentatus;medium;Tree;hopping;Piciformes;Picidae
Melanerpes_flavifrons;medium;Tree;hopping;Piciformes;Picidae
Melanerpes_aurifrons;medium;Tree;hopping;Piciformes;Picidae
Sphyrapicus_varius;small;Tree;hopping;Piciformes;Picidae
Campethera_punctuligera;medium;Tree;hopping;Piciformes;Picidae
Campethera_maculosa;small;Tree;hopping;Piciformes;Picidae
Dendropicos_poecilolaemus;small;Tree;hopping;Piciformes;Picidae
Chloropicus_pyrrhogaster;medium;Tree;hopping;Piciformes;Picidae
Dendropicos_spodocephalus;small;Tree;hopping;Piciformes;Picidae
Dendrocopos_atratus;small;Tree;hopping;Piciformes;Picidae
Dendrocopos_major;medium;Tree;hopping;Piciformes;Picidae
Dendrocopos_himalayensis;medium;Tree;hopping;Piciformes;Picidae
Dryobates_nuttallii;small;Tree;hopping;Piciformes;Picidae
Picoides_tridactylus;medium;Tree;hopping;Piciformes;Picidae
Dryobates_chocoensis;small;Tree;hopping;Piciformes;Picidae
Piculus_flavigula;medium;Tree;hopping;Piciformes;Picidae
Colaptes_rivolii;medium;Tree;hopping;Piciformes;Picidae
Colaptes_melanochloros;medium;Tree;hopping;Piciformes;Picidae
Colaptes_rupicola;medium;Ground;hopping;Piciformes;Picidae
Colaptes_campestris;medium;Ground;hopping;Piciformes;Picidae
Celeus_flavescens;medium;Tree;hopping;Piciformes;Picidae
Dryocopus_pileatus;medium;Tree;hopping;Piciformes;Picidae
Campephilus_melanoleucos;medium;Tree;hopping;Piciformes;Picidae
Picus_chlorolophus;medium;Tree;hopping;Piciformes;Picidae
Picus_viridis;medium;Ground;hopping;Piciformes;Picidae
Dinopium_benghalense;medium;Tree;hopping;Piciformes;Picidae
Blythipicus_pyrrhotis;medium;Tree;hopping;Piciformes;Picidae
Mulleripicus_fulvus;medium;Tree;hopping;Piciformes;Picidae
Gymnobucco_bonapartei;medium;Tree;hopping;Piciformes;Ramphastidae
Pogoniulus_scolopaceus;small;Tree;hopping;Piciformes;Ramphastidae
Tricholaema_hirsuta;medium;Tree;hopping;Piciformes;Ramphastidae
Tricholaema_leucomelas;small;Tree;hopping;Piciformes;Ramphastidae
Tricholaema_lacrymosa;small;Tree;hopping;Piciformes;Ramphastidae
Lybius_vieilloti;small;Tree;hopping;Piciformes;Ramphastidae
Lybius_torquatus;small;Tree;hopping;Piciformes;Ramphastidae
Trachyphonus_vaillantii;medium;Ground;hopping;Piciformes;Ramphastidae
Capito_maculicoronatus;small;Tree;hopping;Piciformes;Ramphastidae
Capito_dayi;medium;Tree;hopping;Piciformes;Ramphastidae
Eubucco_bourcierii;small;Tree;hopping;Piciformes;Ramphastidae
Semnornis_ramphastinus;medium;Tree;hopping;Piciformes;Ramphastidae
Aulacorhynchus_coeruleicinctis;medium;Tree;hopping;Piciformes;Ramphastidae
Pteroglossus_azara;medium;Tree;hopping;Piciformes;Ramphastidae
Pteroglossus_aracari;medium;Tree;hopping;Piciformes;Ramphastidae
Pteroglossus_pluricinctus;medium;Tree;hopping;Piciformes;Ramphastidae
Pteroglossus_beauharnaisii;medium;Tree;hopping;Piciformes;Ramphastidae
Andigena_laminirostris;medium;Tree;hopping;Piciformes;Ramphastidae
Selenidera_reinwardtii;medium;Tree;hopping;Piciformes;Ramphastidae
Selenidera_gouldii;medium;Tree;hopping;Piciformes;Ramphastidae
Ramphastos_dicolorus;medium;Tree;hopping;Piciformes;Ramphastidae
Galbula_albirostris;small;Tree;hopping;Piciformes;Galbulidae
Bucco_capensis;small;Ground;hopping;Piciformes;Bucconidae
Malacoptila_striata;small;Ground;hopping;Piciformes;Bucconidae
Monasa_morphoeus;medium;Tree;hopping;Piciformes;Bucconidae
Chelidoptera_tenebrosa;small;Tree;hopping;Piciformes;Bucconidae
Tockus_monteiri;medium;Ground;hopping;Bucerotiformes;Bucerotidae
Tockus_erythrorhynchus;medium;Ground;hopping;Bucerotiformes;Bucerotidae
Tockus_leucomelas;medium;Ground;walking;Bucerotiformes;Bucerotidae
Ocyceros_gingalensis;medium;Tree;hopping;Bucerotiformes;Bucerotidae
Buceros_bicornis;medium;Tree;hopping;Bucerotiformes;Bucerotidae
Anorrhinus_galeritus;medium;Tree;hopping;Bucerotiformes;Bucerotidae
Penelopides_manillae;medium;Tree;hopping;Bucerotiformes;Bucerotidae
Bucorvus_abyssinicus;large;Ground;walking;Bucerotiformes;Bucorvidae
Upupa_epops;medium;Ground;walking;Bucerotiformes;Upupidae
Phoeniculus_purpureus;medium;Tree;hopping;Bucerotiformes;Phoeniculidae
Apaloderma_narina;medium;Tree;hopping;Trogoniformes;Trogonidae
Trogon_viridis;medium;Tree;hopping;Trogoniformes;Trogonidae
Coracias_garrulus;medium;Ground;hopping;Coraciiformes;Coraciidae
Atelornis_pittoides;medium;Ground;walking;Coraciiformes;Brachypteraciidae
Leptosomus_discolor;medium;Tree;hopping;Leptosomiformes;Leptosomidae
Momotus_mexicanus;medium;Ground;hopping;Coraciiformes;Momotidae
Todus_multicolor;small;Tree;hopping;Coraciiformes;Todidae
Alcedo_atthis;small;Ground;walking;Coraciiformes;Alcedinidae
Todiramphus_lazuli;medium;Ground;walking;Coraciiformes;Alcedinidae
Todiramphus_leucopygius;small;Ground;walking;Coraciiformes;Alcedinidae
Tanysiptera_sylvia;small;Ground;hopping;Coraciiformes;Alcedinidae
Chloroceryle_amazona;medium;Ground;hopping;Coraciiformes;Alcedinidae
Merops_gularis;small;Tree;hopping;Coraciiformes;Meropidae
Merops_albicollis;small;Tree;walking;Coraciiformes;Meropidae
Merops_apiaster;medium;Tree;hopping;Coraciiformes;Meropidae
Colius_striatus;small;Tree;hopping;Coliiformes;Coliidae
Urocolius_macrourus;small;Tree;hopping;Coliiformes;Coliidae
Clamator_jacobinus;medium;Tree;hopping;Cuculiformes;Cuculidae
Cuculus_canorus;medium;Tree;hopping;Cuculiformes;Cuculidae
Cacomantis_flabelliformis;small;Tree;hopping;Cuculiformes;Cuculidae
Chrysococcyx_cupreus;small;Tree;hopping;Cuculiformes;Cuculidae
Phaenicophaeus_curvirostris;medium;Tree;hopping;Cuculiformes;Cuculidae
Coua_gigas;medium;Ground;walking;Cuculiformes;Cuculidae
Coua_coquereli;medium;Ground;walking;Cuculiformes;Cuculidae
Coua_ruficeps;medium;Ground;walking;Cuculiformes;Cuculidae
Centropus_phasianinus;medium;Ground;walking;Cuculiformes;Cuculidae
Centropus_bengalensis;medium;Ground;walking;Cuculiformes;Cuculidae
Centropus_monachus;medium;Ground;walking;Cuculiformes;Cuculidae
Coccycua_minuta;small;Tree;hopping;Cuculiformes;Cuculidae
Coccyzus_merlini;medium;Tree;walking;Cuculiformes;Cuculidae
Coccyzus_longirostris;medium;Tree;hopping;Cuculiformes;Cuculidae
Opisthocomus_hoazin;medium;Tree;walking;Opisthocomiformes;Opisthocomidae
Probosciger_aterrimus;medium;Tree;walking;Psittaciformes;Psittacidae
Eolophus_roseicapilla;medium;Ground;walking;Psittaciformes;Psittacidae
Cacatua_leadbeateri;medium;Tree;walking;Psittaciformes;Psittacidae
Cacatua_sanguinea;medium;Ground;walking;Psittaciformes;Psittacidae
Cacatua_tenuirostris;medium;Ground;walking;Psittaciformes;Psittacidae
Eos_bornea;medium;Tree;walking;Psittaciformes;Psittacidae
Saudareos_flavoviridis;medium;Tree;walking;Psittaciformes;Psittacidae
Lorius_chlorocercus;medium;Tree;walking;Psittaciformes;Psittacidae
Vini_ultramarina;small;Tree;walking;Psittaciformes;Psittacidae
Synorhacma_multistriata;small;Tree;walking;Psittaciformes;Psittacidae
Nestor_notabilis;medium;Tree;walking;Psittaciformes;Psittacidae
Micropsitta_pusio;small;Tree;hopping;Psittaciformes;Psittacidae
Micropsitta_finschii;small;Tree;hopping;Psittaciformes;Psittacidae
Psittacella_brehmii;medium;Tree;hopping;Psittaciformes;Psittacidae
Tanygnathus_megalorynchos;medium;Tree;walking;Psittaciformes;Psittacidae
Psittrichas_fulgidus;medium;Tree;walking;Psittaciformes;Psittacidae
Alisterus_scapularis;medium;Tree;walking;Psittaciformes;Psittacidae
Barnardius_zonarius;medium;Tree;walking;Psittaciformes;Psittacidae
Platycercus_caledonicus;medium;Tree;walking;Psittaciformes;Psittacidae
Platycercus_elegans;medium;Tree;walking;Psittaciformes;Psittacidae
Psephotus_haematonotus;medium;Tree;walking;Psittaciformes;Psittacidae
Cyanoramphus_unicolor;medium;Tree;walking;Psittaciformes;Psittacidae
Cyanoramphus_auriceps;small;Ground;walking;Psittaciformes;Psittacidae
Neophema_chrysogaster;small;Ground;walking;Psittaciformes;Psittacidae
Psittacus_erithacus;medium;Tree;walking;Psittaciformes;Psittacidae
Poicephalus_flavifrons;medium;Tree;walking;Psittaciformes;Psittacidae
Agapornis_canus;small;Ground;walking;Psittaciformes;Psittacidae
Agapornis_lilianae;small;Tree;walking;Psittaciformes;Psittacidae
Loriculus_philippensis;small;Tree;walking;Psittaciformes;Psittacidae
Loriculus_exilis;small;Tree;walking;Psittaciformes;Psittacidae
Anodorhynchus_hyacinthinus;medium;Tree;walking;Psittaciformes;Psittacidae
Ara_macao;medium;Tree;walking;Psittaciformes;Psittacidae
Ara_severus;medium;Tree;walking;Psittaciformes;Psittacidae
Psittacara_leucophthalmus;medium;Tree;walking;Psittaciformes;Psittacidae
Aratinga_jandaya;medium;Tree;walking;Psittaciformes;Psittacidae
Eupsittula_aurea;medium;Ground;walking;Psittaciformes;Psittacidae
Aratinga_nenday;medium;Ground;walking;Psittaciformes;Psittacidae
Leptosittaca_branickii;medium;Tree;walking;Psittaciformes;Psittacidae
Pyrrhura_frontalis;medium;Tree;walking;Psittaciformes;Psittacidae
Pyrrhura_leucotis;medium;Tree;walking;Psittaciformes;Psittacidae
Bolborhynchus_orbygnesius;small;Tree;walking;Psittaciformes;Psittacidae
Forpus_conspicillatus;small;Ground;walking;Psittaciformes;Psittacidae
Brotogeris_tirica;medium;Tree;walking;Psittaciformes;Psittacidae
Brotogeris_jugularis;medium;Tree;walking;Psittaciformes;Psittacidae
Touit_batavicus;medium;Tree;walking;Psittaciformes;Psittacidae
Pyrilia_pyrilia;medium;Tree;walking;Psittaciformes;Psittacidae
Hapalopsittaca_amazonina;medium;Tree;walking;Psittaciformes;Psittacidae
Pionus_maximiliani;medium;Tree;walking;Psittaciformes;Psittacidae
Amazona_ochrocephala;medium;Tree;walking;Psittaciformes;Psittacidae
Deroptyus_accipitrinus;medium;Tree;walking;Psittaciformes;Psittacidae
Streptoprocne_zonaris;medium;Tree;hopping;Apodiformes;Apodidae
Chaetura_spinicaudus;small;Tree;hopping;Apodiformes;Apodidae
Hemiprocne_comata;small;Tree;hopping;Apodiformes;Hemiprocnidae
Phaethornis_eurynome;small;Tree;hopping;Apodiformes;Trochilidae
Phaethornis_striigularis;small;Tree;hopping;Apodiformes;Trochilidae
Ramphodon_naevius;small;Tree;hopping;Apodiformes;Trochilidae
Lophornis_ornatus;small;Tree;hopping;Apodiformes;Trochilidae
Phlogophilus_harterti;small;Tree;hopping;Apodiformes;Trochilidae
Heliodoxa_aurescens;small;Tree;hopping;Apodiformes;Trochilidae
Topaza_pella;small;Tree;hopping;Apodiformes;Trochilidae
Taphrolesbia_griseiventris;small;Tree;hopping;Apodiformes;Trochilidae
Heliomaster_squamosus;small;Tree;hopping;Apodiformes;Trochilidae
Archilochus_alexandri;small;Tree;hopping;Apodiformes;Trochilidae
Calypte_anna;small;Tree;hopping;Apodiformes;Trochilidae
Tauraco_corythaix;medium;Tree;hopping;Musophagiformes;Musophagidae
Musophaga_violacea;medium;Tree;walking;Musophagiformes;Musophagidae
Corythaeola_cristata;medium;Tree;walking;Musophagiformes;Musophagidae
Tyto_alba;medium;Ground;walking;Strigiformes;Tytonidae
Megascops_koepckeae;medium;Ground;hopping;Strigiformes;Strigidae
Bubo_bengalensis;medium;Ground;walking;Strigiformes;Strigidae
Bubo_africanus;medium;Ground;walking;Strigiformes;Strigidae
Strix_seloputo;medium;Ground;walking;Strigiformes;Strigidae
Strix_aluco;medium;Ground;walking;Strigiformes;Strigidae
Athene_noctua;medium;Ground;walking;Strigiformes;Strigidae
Aegolius_harrisii;medium;Ground;walking;Strigiformes;Strigidae
Asio_otus;medium;Ground;walking;Strigiformes;Strigidae
Aegotheles_cristatus;small;Ground;walking;Apodiformes;Aegothelidae
Podargus_strigoides;medium;Ground;walking;Caprimulgiformes;Podargidae
Steatornis_caripensis;medium;Tree;walking;Caprimulgiformes;Steatornithidae
Chordeiles_pusillus;small;Tree;walking;Caprimulgiformes;Caprimulgidae
Chordeiles_nacunda;medium;Tree;walking;Caprimulgiformes;Caprimulgidae
Nyctipolus_nigrescens;small;Tree;walking;Caprimulgiformes;Caprimulgidae
Columba_livia;medium;Ground;walking;Columbiformes;Columbidae
Columba_oenas;medium;Ground;walking;Columbiformes;Columbidae
Columba_argentina;medium;Tree;walking;Columbiformes;Columbidae
Patagioenas_picazuro;medium;Tree;walking;Columbiformes;Columbidae
Patagioenas_cayennensis;medium;Tree;walking;Columbiformes;Columbidae
Aplopelia_larvata;medium;Ground;walking;Columbiformes;Columbidae
Streptopelia_turtur;medium;Ground;walking;Columbiformes;Columbidae
Spilopelia_senegalensis;medium;Ground;walking;Columbiformes;Columbidae
Spilopelia_chinensis;medium;Ground;walking;Columbiformes;Columbidae
Streptopelia_capicola;medium;Ground;walking;Columbiformes;Columbidae
Streptopelia_semitorquata;medium;Ground;walking;Columbiformes;Columbidae
Macropygia_amboinensis;medium;Tree;walking;Columbiformes;Columbidae
Turacoena_modesta;medium;Tree;walking;Columbiformes;Columbidae
Oena_capensis;small;Ground;walking;Columbiformes;Columbidae
Phaps_chalcoptera;medium;Ground;walking;Columbiformes;Columbidae
Phaps_elegans;medium;Ground;walking;Columbiformes;Columbidae
Ocyphaps_lophotes;medium;Ground;walking;Columbiformes;Columbidae
Geophaps_smithii;medium;Ground;walking;Columbiformes;Columbidae
Geopelia_cuneata;small;Ground;walking;Columbiformes;Columbidae
Leucosarcia_melanoleuca;medium;Ground;walking;Columbiformes;Columbidae
Zenaida_aurita;medium;Tree;walking;Columbiformes;Columbidae
Columbina_passerina;small;Ground;walking;Columbiformes;Columbidae
Columbina_talpacoti;small;Ground;walking;Columbiformes;Columbidae
Claravis_pretiosa;medium;Ground;walking;Columbiformes;Columbidae
Metriopelia_aymara;medium;Ground;walking;Columbiformes;Columbidae
Leptotila_verreauxi;medium;Ground;walking;Columbiformes;Columbidae
Leptotila_rufaxilla;medium;Ground;walking;Columbiformes;Columbidae
Geotrygon_saphirina;medium;Ground;walking;Columbiformes;Columbidae
